District,Year,Offence Group,Total Number of Offences
Cannington District,11,Cause Damage by Fire,64.0
Cannington District,11,Common Assault (Family),662.0
Cannington District,11,Common Assault (Non-Family),608.0
Cannington District,11,Criminal Damage,349.0
Cannington District,11,Cultivate or Manufacture Drugs,39.0
Cannington District,11,Damage,2915.0
Cannington District,11,Deprivation of Liberty,33.0
Cannington District,11,Driving Causing Death,1.0
Cannington District,11,Drug Dealing,177.0
Cannington District,11,Drug Possession,546.0
Cannington District,11,Forgery,31.0
Cannington District,11,Fraud (Credit Card),0.0
Cannington District,11,Fraud (Not Elsewhere Classified),762.0
Cannington District,11,Graffiti,424.0
Cannington District,11,Kidnapping / Child Stealing,4.0
Cannington District,11,Manslaughter,1.0
Cannington District,11,Murder,3.0
Cannington District,11,Non-Assaultive Sexual Offences,90.0
Cannington District,11,Other Drug Offences,15.0
Cannington District,11,Other Fire Related Offences,0.0
Cannington District,11,Possess Stolen Property,247.0
Cannington District,11,Possess Weapon to Cause Fear (Family),14.0
Cannington District,11,Possess Weapon to Cause Fear (Non-Family),96.0
Cannington District,11,Possession of Drug Paraphernalia,235.0
Cannington District,11,Receiving Stolen Property,61.0
Cannington District,11,Regulated Weapons Offences,184.0
Cannington District,11,Robbery (Business),38.0
Cannington District,11,Robbery (Non-Business),285.0
Cannington District,11,Serious Assault (Family),165.0
Cannington District,11,Serious Assault (Non-Family),258.0
Cannington District,11,Sexual Assault,186.0
Cannington District,11,Stealing (Not Elsewhere Classified),8567.0
Cannington District,11,Stealing From Dwelling,0.0
Cannington District,11,Stealing From Motor Vehicle (Contents or Parts),0.0
Cannington District,11,Stealing From Other Premises or Place,0.0
Cannington District,11,Stealing From Retail Premises (Shoplift),0.0
Cannington District,11,Stealing as a Servant,41.0
Cannington District,11,Stealing of Motor Vehicle,876.0
Cannington District,11,Threatening Behaviour (Family),76.0
Cannington District,11,Threatening Behaviour (Non-Family),140.0
Cannington District,12,Assault Police Officer,50.0
Cannington District,12,Attempted / Conspiracy to Murder,0.0
Cannington District,12,Breach of Family Violence Restraint Order,450.0
Cannington District,12,Breach of Police Order,82.0
Cannington District,12,Breach of Violence Restraint Order,43.0
Cannington District,12,Burglary (Dwelling),3455.0
Cannington District,12,Burglary (Non-Dwelling),790.0
Cannington District,12,Cause Bushfire,0.0
Cannington District,12,Cause Damage by Fire,60.0
Cannington District,12,Common Assault (Family),744.0
Cannington District,12,Common Assault (Non-Family),590.0
Cannington District,12,Criminal Damage,324.0
Cannington District,12,Cultivate or Manufacture Drugs,37.0
Cannington District,12,Damage,3015.0
Cannington District,12,Deprivation of Liberty,32.0
Cannington District,12,Driving Causing Death,6.0
Cannington District,12,Drug Dealing,131.0
Cannington District,12,Drug Possession,763.0
Cannington District,12,Forgery,26.0
Cannington District,12,Fraud (Credit Card),0.0
Cannington District,12,Fraud (Not Elsewhere Classified),3030.0
Cannington District,12,Graffiti,320.0
Cannington District,12,Kidnapping / Child Stealing,6.0
Cannington District,12,Manslaughter,2.0
Cannington District,12,Murder,3.0
Cannington District,12,Non-Assaultive Sexual Offences,137.0
Cannington District,12,Other Drug Offences,12.0
Cannington District,12,Other Fire Related Offences,0.0
Cannington District,12,Possess Stolen Property,222.0
Cannington District,12,Possess Weapon to Cause Fear (Family),22.0
Cannington District,12,Possess Weapon to Cause Fear (Non-Family),90.0
Cannington District,12,Possession of Drug Paraphernalia,297.0
Cannington District,12,Receiving Stolen Property,55.0
Cannington District,12,Regulated Weapons Offences,139.0
Cannington District,12,Robbery (Business),23.0
Cannington District,12,Robbery (Non-Business),219.0
Cannington District,12,Serious Assault (Family),149.0
Cannington District,12,Serious Assault (Non-Family),247.0
Cannington District,12,Sexual Assault,318.0
Cannington District,12,Stealing (Not Elsewhere Classified),9200.0
Cannington District,12,Stealing From Dwelling,0.0
Cannington District,12,Stealing From Motor Vehicle (Contents or Parts),0.0
Cannington District,12,Stealing From Other Premises or Place,0.0
Cannington District,12,Stealing From Retail Premises (Shoplift),0.0
Cannington District,12,Stealing as a Servant,40.0
Cannington District,12,Stealing of Motor Vehicle,1132.0
Cannington District,12,Threatening Behaviour (Family),109.0
Cannington District,12,Threatening Behaviour (Non-Family),124.0
Cannington District,13,Assault Police Officer,57.0
Cannington District,13,Attempted / Conspiracy to Murder,1.0
Cannington District,13,Breach of Family Violence Restraint Order,246.0
Cannington District,13,Breach of Police Order,91.0
Cannington District,13,Breach of Violence Restraint Order,167.0
Cannington District,13,Burglary (Dwelling),3498.0
Cannington District,13,Burglary (Non-Dwelling),792.0
Cannington District,13,Cause Bushfire,6.0
Cannington District,13,Cause Damage by Fire,76.0
Cannington District,13,Common Assault (Family),816.0
Cannington District,13,Common Assault (Non-Family),568.0
Cannington District,13,Criminal Damage,407.0
Cannington District,13,Cultivate or Manufacture Drugs,42.0
Cannington District,13,Damage,2782.0
Cannington District,13,Deprivation of Liberty,19.0
Cannington District,13,Driving Causing Death,2.0
Cannington District,13,Drug Dealing,140.0
Cannington District,13,Drug Possession,763.0
Cannington District,13,Forgery,49.0
Cannington District,13,Fraud (Credit Card),0.0
Cannington District,13,Fraud (Not Elsewhere Classified),3230.0
Cannington District,13,Graffiti,165.0
Cannington District,13,Kidnapping / Child Stealing,2.0
Cannington District,13,Manslaughter,0.0
Cannington District,13,Murder,5.0
Cannington District,13,Non-Assaultive Sexual Offences,70.0
Cannington District,13,Other Drug Offences,2.0
Cannington District,13,Other Fire Related Offences,1.0
Cannington District,13,Possess Stolen Property,245.0
Cannington District,13,Possess Weapon to Cause Fear (Family),25.0
Cannington District,13,Possess Weapon to Cause Fear (Non-Family),102.0
Cannington District,13,Possession of Drug Paraphernalia,349.0
Cannington District,13,Receiving Stolen Property,54.0
Cannington District,13,Regulated Weapons Offences,154.0
Cannington District,13,Robbery (Business),41.0
Cannington District,13,Robbery (Non-Business),194.0
Cannington District,13,Serious Assault (Family),148.0
Cannington District,13,Serious Assault (Non-Family),266.0
Cannington District,13,Sexual Assault,323.0
Cannington District,13,Stealing (Not Elsewhere Classified),9445.0
Cannington District,13,Stealing From Dwelling,0.0
Cannington District,13,Stealing From Motor Vehicle (Contents or Parts),0.0
Cannington District,13,Stealing From Other Premises or Place,0.0
Cannington District,13,Stealing From Retail Premises (Shoplift),0.0
Cannington District,13,Stealing as a Servant,34.0
Cannington District,13,Stealing of Motor Vehicle,1077.0
Cannington District,13,Threatening Behaviour (Family),85.0
Cannington District,13,Threatening Behaviour (Non-Family),105.0
Cannington District,14,Assault Police Officer,54.0
Cannington District,14,Attempted / Conspiracy to Murder,0.0
Cannington District,14,Breach of Family Violence Restraint Order,496.0
Cannington District,14,Breach of Police Order,101.0
Cannington District,14,Breach of Violence Restraint Order,87.0
Cannington District,14,Burglary (Dwelling),2743.0
Cannington District,14,Burglary (Non-Dwelling),838.0
Cannington District,14,Cause Bushfire,0.0
Cannington District,14,Cause Damage by Fire,64.0
Cannington District,14,Common Assault (Family),838.0
Cannington District,14,Common Assault (Non-Family),480.0
Cannington District,14,Criminal Damage,486.0
Cannington District,14,Cultivate or Manufacture Drugs,41.0
Cannington District,14,Damage,2396.0
Cannington District,14,Deprivation of Liberty,21.0
Cannington District,14,Driving Causing Death,4.0
Cannington District,14,Drug Dealing,173.0
Cannington District,14,Drug Possession,1042.0
Cannington District,14,Forgery,15.0
Cannington District,14,Fraud (Credit Card),0.0
Cannington District,14,Fraud (Not Elsewhere Classified),2356.0
Cannington District,14,Graffiti,135.0
Cannington District,14,Kidnapping / Child Stealing,1.0
Cannington District,14,Manslaughter,0.0
Cannington District,14,Murder,0.0
Cannington District,14,Non-Assaultive Sexual Offences,61.0
Cannington District,14,Other Drug Offences,10.0
Cannington District,14,Other Fire Related Offences,0.0
Cannington District,14,Possess Stolen Property,361.0
Cannington District,14,Possess Weapon to Cause Fear (Family),19.0
Cannington District,14,Possess Weapon to Cause Fear (Non-Family),135.0
Cannington District,14,Possession of Drug Paraphernalia,549.0
Cannington District,14,Receiving Stolen Property,69.0
Cannington District,14,Regulated Weapons Offences,329.0
Cannington District,14,Robbery (Business),29.0
Cannington District,14,Robbery (Non-Business),155.0
Cannington District,14,Serious Assault (Family),205.0
Cannington District,14,Serious Assault (Non-Family),243.0
Cannington District,14,Sexual Assault,269.0
Cannington District,14,Stealing (Not Elsewhere Classified),10093.0
Cannington District,14,Stealing From Dwelling,0.0
Cannington District,14,Stealing From Motor Vehicle (Contents or Parts),0.0
Cannington District,14,Stealing From Other Premises or Place,0.0
Cannington District,14,Stealing From Retail Premises (Shoplift),0.0
Cannington District,14,Stealing as a Servant,37.0
Cannington District,14,Stealing of Motor Vehicle,873.0
Cannington District,14,Threatening Behaviour (Family),96.0
Cannington District,14,Threatening Behaviour (Non-Family),154.0
Cannington District,15,Assault Police Officer,62.0
Cannington District,15,Attempted / Conspiracy to Murder,3.0
Cannington District,15,Breach of Family Violence Restraint Order,429.0
Cannington District,15,Breach of Police Order,159.0
Cannington District,15,Breach of Violence Restraint Order,98.0
Cannington District,15,Burglary (Dwelling),3252.0
Cannington District,15,Burglary (Non-Dwelling),849.0
Cannington District,15,Cause Bushfire,4.0
Cannington District,15,Cause Damage by Fire,83.0
Cannington District,15,Common Assault (Family),1073.0
Cannington District,15,Common Assault (Non-Family),530.0
Cannington District,15,Criminal Damage,633.0
Cannington District,15,Cultivate or Manufacture Drugs,42.0
Cannington District,15,Damage,2822.0
Cannington District,15,Deprivation of Liberty,24.0
Cannington District,15,Driving Causing Death,0.0
Cannington District,15,Drug Dealing,247.0
Cannington District,15,Drug Possession,1450.0
Cannington District,15,Forgery,29.0
Cannington District,15,Fraud (Credit Card),0.0
Cannington District,15,Fraud (Not Elsewhere Classified),2807.0
Cannington District,15,Graffiti,129.0
Cannington District,15,Kidnapping / Child Stealing,1.0
Cannington District,15,Manslaughter,0.0
Cannington District,15,Murder,3.0
Cannington District,15,Non-Assaultive Sexual Offences,78.0
Cannington District,15,Other Drug Offences,9.0
Cannington District,15,Other Fire Related Offences,0.0
Cannington District,15,Possess Stolen Property,602.0
Cannington District,15,Possess Weapon to Cause Fear (Family),42.0
Cannington District,15,Possess Weapon to Cause Fear (Non-Family),197.0
Cannington District,15,Possession of Drug Paraphernalia,827.0
Cannington District,15,Receiving Stolen Property,69.0
Cannington District,15,Regulated Weapons Offences,393.0
Cannington District,15,Robbery (Business),40.0
Cannington District,15,Robbery (Non-Business),150.0
Cannington District,15,Serious Assault (Family),260.0
Cannington District,15,Serious Assault (Non-Family),290.0
Cannington District,15,Sexual Assault,263.0
Cannington District,15,Stealing (Not Elsewhere Classified),12181.0
Cannington District,15,Stealing From Dwelling,0.0
Cannington District,15,Stealing From Motor Vehicle (Contents or Parts),0.0
Cannington District,15,Stealing From Other Premises or Place,0.0
Cannington District,15,Stealing From Retail Premises (Shoplift),0.0
Cannington District,15,Stealing as a Servant,25.0
Cannington District,15,Stealing of Motor Vehicle,1077.0
Cannington District,15,Threatening Behaviour (Family),127.0
Cannington District,15,Threatening Behaviour (Non-Family),136.0
Cannington District,16,Assault Police Officer,62.0
Cannington District,16,Attempted / Conspiracy to Murder,0.0
Cannington District,16,Breach of Family Violence Restraint Order,399.0
Cannington District,16,Breach of Police Order,197.0
Cannington District,16,Breach of Violence Restraint Order,101.0
Cannington District,16,Burglary (Dwelling),3591.0
Cannington District,16,Burglary (Non-Dwelling),829.0
Cannington District,16,Cause Bushfire,0.0
Cannington District,16,Cause Damage by Fire,62.0
Cannington District,16,Common Assault (Family),1216.0
Cannington District,16,Common Assault (Non-Family),691.0
Cannington District,16,Criminal Damage,642.0
Cannington District,16,Cultivate or Manufacture Drugs,45.0
Cannington District,16,Damage,2725.0
Cannington District,16,Deprivation of Liberty,20.0
Cannington District,16,Driving Causing Death,1.0
Cannington District,16,Drug Dealing,225.0
Cannington District,16,Drug Possession,1467.0
Cannington District,16,Forgery,26.0
Cannington District,16,Fraud (Credit Card),0.0
Cannington District,16,Fraud (Not Elsewhere Classified),1951.0
Cannington District,16,Graffiti,123.0
Cannington District,16,Kidnapping / Child Stealing,3.0
Cannington District,16,Manslaughter,2.0
Cannington District,16,Murder,1.0
Cannington District,16,Non-Assaultive Sexual Offences,90.0
Cannington District,16,Other Drug Offences,13.0
Cannington District,16,Other Fire Related Offences,0.0
Cannington District,16,Possess Stolen Property,596.0
Cannington District,16,Possess Weapon to Cause Fear (Family),68.0
Cannington District,16,Possess Weapon to Cause Fear (Non-Family),241.0
Cannington District,16,Possession of Drug Paraphernalia,886.0
Cannington District,16,Receiving Stolen Property,73.0
Cannington District,16,Regulated Weapons Offences,347.0
Cannington District,16,Robbery (Business),21.0
Cannington District,16,Robbery (Non-Business),160.0
Cannington District,16,Serious Assault (Family),248.0
Cannington District,16,Serious Assault (Non-Family),304.0
Cannington District,16,Sexual Assault,276.0
Cannington District,16,Stealing (Not Elsewhere Classified),11145.0
Cannington District,16,Stealing From Dwelling,0.0
Cannington District,16,Stealing From Motor Vehicle (Contents or Parts),0.0
